Seniority,Power,Cylinder_capacity,Value_vehicle,N_doors,Type_fuel,Weight
9,90,1997,16755.0,5,2,1200
5,120,1360,17020.0,5,1,1182
5,14,124,3200.0,0,1,162
6,130,1896,23490.0,4,2,1465
4,99,1329,16750.0,5,1,1025
3,75,999,15250.01,5,1,1055
5,110,1896,24467.2,4,2,1375
5,110,1968,26300.0,4,2,1340
5,110,1997,18943.0,4,2,1300
2,70,998,20500.0,5,2,1269
6,65,1870,11178.83,5,2,960
5,75,796,7600.0,5,1,776
2,100,1560,22730.01,4,2,1374
8,100,2496,21924.92,5,2,1697
19,110,1587,15100.0,5,1,1115
5,90,1360,15900.0,3,1,1182
8,102,1595,21400.0,5,1,1359
21,115,1598,22885.0,2,1,1320
2,105,1598,18620.0,5,2,1095
1,143,2148,41523.11,4,2,1590
1,120,1560,23750.0,5,2,1260
1,105,1896,24040.0,4,2,1345
1,75,1360,14760.0,5,1,1116
11,112,1499,18020.0,5,1,1351
19,58,1527,10523.72,3,2,890
13,110,1560,21610.0,5,2,1322
13,110,1193,7047.05,5,2,900
13,110,1596,16060.0,5,2,1242
13,110,1461,21270.0,5,2,1215
5,75,1390,12356.0,5,1,1057
8,110,1560,25149.77,4,2,1428
8,110,1248,13200.0,4,2,1060
5,90,1995,21000.0,5,2,1265
2,105,1896,20430.0,5,2,1310
3,90,2148,40800.0,5,2,1540
3,61,1124,11825.0,5,1,978
7,116,1798,24020.0,5,2,1515
5,90,1499,23470.0,5,1,1695
2,120,1598,19760.0,3,1,1277
7,58,1527,19532.89,3,2,950
7,58,1390,11389.18,3,2,965
7,58,1560,18740.0,3,2,1391
7,58,1197,13190.0,3,2,1089
7,58,1870,21149.0,3,2,1677
1,128,1582,22085.69,5,2,1375
2,110,1896,15307.78,5,2,1158
20,75,1560,16860.0,5,2,1219
9,90,1560,18160.0,3,2,1180
9,120,1870,23210.0,5,2,1430
4,130,2401,39923.0,4,2,1585
3,110,1795,18354.91,5,2,1277
11,34,1192,1382.33,2,1,800
3,88,2998,17399.3,5,2,2195
20,71,1905,14454.34,5,2,1080
2,129,1794,22000.0,5,1,1355
8,120,1560,27080.01,5,2,1420
2,60,1149,9526.04,5,1,870
3,90,1598,15750.0,3,2,1095
15,110,1896,27003.47,5,2,1390
9,13,479,12499.0,3,2,380
5,114,1599,13889.39,3,1,1137
4,60,1596,15870.0,3,1,1090
1,65,1461,13100.0,5,2,980
9,90,1560,15525.0,4,2,1053
9,90,2148,38439.2,4,2,1495
2,102,2148,32000.0,4,2,1851
6,231,2979,47300.0,2,1,1290
1,70,1398,12160.0,5,2,1049
2,68,1700,13126.1,5,2,1130
21,90,1560,20370.0,5,2,1243
28,70,1868,12807.57,3,2,1155
5,70,1870,11390.0,3,2,1055
5,70,1461,19506.84,3,2,1319
5,70,1587,25000.0,3,2,1453
9,110,1560,20820.0,5,2,1244
3,70,1398,17788.0,5,2,1202
9,116,2835,23669.06,2,2,1815
17,95,1461,20900.0,5,2,1385
1,177,2497,43900.0,4,2,1585
4,95,1368,16410.0,5,1,1060
19,105,1896,25200.0,5,2,1498
2,103,1596,16910.0,5,1,1250
3,83,1399,10500.0,4,1,1005
18,100,1997,18943.0,3,2,1300
19,125,1796,22346.91,3,1,1190
5,83,1461,19400.0,5,1,1319
18,110,1587,17805.0,5,1,1141
5,5,49,1051.77,0,1,77
4,95,1598,22550.01,5,1,1365
25,92,1560,20290.0,5,2,1125
10,70,1248,17330.0,5,2,1185
3,71,1868,15780.0,5,2,1267
7,109,1997,22220.0,5,2,1563
7,109,1685,22334.7,5,2,1482
2,110,1868,13858.14,4,2,1175
3,140,1968,33560.0,4,2,1466
3,140,1398,15350.0,4,2,1186
2,75,999,15250.01,5,1,1055
2,143,1995,29590.0,5,2,1320
2,90,1461,14765.0,5,2,1175
3,100,1587,19260.0,5,2,1088
3,100,1896,22265.0,5,2,1301
18,130,1199,28650.0,5,1,1372
4,60,1686,10205.19,3,2,1035
10,70,1896,18750.0,5,2,1250
10,70,1197,24160.0,5,2,1205
1,105,1598,22420.01,5,2,1211
1,105,1685,31465.0,5,2,1425
16,90,1364,18450.0,5,2,1260
3,63,1449,22250.0,0,1,320
1,60,1390,10992.51,3,1,988
4,60,1242,10550.0,5,1,860
19,64,1582,20150.0,3,1,1255
11,109,1560,17820.0,3,2,1335
4,172,2656,25200.0,4,1,1443
4,172,1896,19710.75,4,1,1522
4,172,1870,17700.0,4,1,1290
4,172,1560,19140.0,4,1,1257
1,110,1896,15325.81,2,2,1180
3,64,1896,10066.95,5,2,995
3,64,2283,16527.83,5,2,1480
3,64,1870,24810.0,5,2,1530
2,140,1968,32300.0,4,2,1430
6,75,1199,10590.0,3,1,935
3,60,1389,10036.9,3,1,970
9,75,1390,8450.0,5,1,975
4,87,1398,15600.0,3,1,1045
9,140,1968,23996.34,5,2,1430
12,114,1560,27450.0,5,2,1390
4,110,1587,18180.0,5,1,1324
15,177,1995,42363.22,5,2,1740
5,110,1461,21800.0,5,2,1215
7,141,1998,25500.0,5,2,1881
2,90,1498,13492.72,5,1,1070
2,143,1993,23925.0,4,1,1460
2,65,1870,16240.0,5,2,1299
5,100,1896,14815.0,4,2,1188
14,97,1994,22802.4,3,2,1525
5,115,1910,23150.0,4,2,1305
4,85,1461,18095.0,5,2,1388
7,85,1997,20829.0,5,2,1805
4,99,1560,16900.0,4,2,1165
7,64,1896,11743.78,4,2,1105
4,150,2496,32394.55,4,2,1460
9,150,1995,28300.0,3,2,1395
1,70,1422,12760.95,5,2,1131
3,225,2957,81170.0,4,2,2255
9,60,1769,11076.65,3,2,945
6,100,1560,19150.0,5,2,1160
5,110,1560,24890.0,5,2,1391
1,127,2800,23290.0,5,2,1850
1,60,1242,10265.0,3,1,860
1,59,1086,9100.0,5,1,884
4,120,1560,24400.0,5,2,1370
4,105,1896,23410.0,5,2,1395
4,90,2497,31215.0,5,1,2025
16,109,1991,26400.0,5,2,1360
8,135,1591,22990.0,5,1,1305
3,80,1870,15000.0,6,2,1125
4,90,1998,19440.0,5,2,1445
4,105,1598,26690.0,5,2,1556
4,70,1868,12620.0,5,2,1010
8,140,1199,18800.0,4,2,1165
4,4,49,1899.0,0,1,78
4,90,1560,22150.0,5,2,1290
4,90,1364,22580.0,5,2,1200
19,60,1598,18300.0,5,1,1150
3,96,599,8235.0,0,1,176
3,75,1360,12495.0,5,1,1005
1,82,1493,14800.0,5,2,1370
16,105,1870,18130.0,5,2,1145
5,121,1991,17200.0,4,2,1285
4,170,2544,24641.5,3,1,1466
10,75,1974,12513.07,5,2,1130
4,92,1560,19700.0,3,2,1085
9,59,2188,30050.0,5,1,1743
13,120,1590,19800.0,5,2,1167
10,90,1560,22850.0,5,2,1290
5,68,1896,19751.12,5,2,1250
4,109,1796,27250.0,5,2,1400
2,110,1598,22100.0,5,1,1320
2,110,1995,27800.0,5,1,1582
12,136,2477,24121.12,2,2,1770
2,64,1769,9634.22,3,1,880
2,64,1753,19090.0,3,1,1406
17,116,1995,23900.0,5,2,1465
2,65,1198,11610.0,5,1,980
7,136,2231,25200.0,5,2,1485
18,90,1560,17090.0,2,2,1318
9,136,1997,21150.0,5,2,1360
5,100,1896,17063.3,5,2,1169
7,90,1997,19803.0,5,2,1250
9,100,1896,16580.0,3,2,1125
22,70,1867,12060.0,3,2,1010
8,75,1360,12110.0,5,1,1005
2,100,1596,16250.0,5,1,1096
2,90,2967,52350.0,5,2,2321
11,65,1086,9400.0,5,1,854
24,70,1198,13376.0,5,1,1052
3,105,1598,26990.0,3,2,1280
3,105,3222,53655.68,3,2,1730
2,60,1753,17630.0,3,2,1220
7,92,1560,18950.0,5,2,1160
3,100,1560,21885.0,4,2,1374
3,105,1461,18145.0,2,2,1195
2,109,1397,15050.0,5,1,1168
13,100,2179,21136.0,5,2,1825
2,140,1968,20180.0,5,2,1410
10,70,1398,12880.0,5,2,1049
19,9,125,1849.0,0,1,122
2,60,1769,9634.22,3,2,880
8,109,1991,26400.0,5,2,1360
18,70,1248,13200.0,5,2,1060
5,110,2198,24030.0,5,2,1702
3,115,1598,25270.0,4,1,1348
10,90,1997,22133.0,5,2,1300
18,90,1461,12530.97,5,2,1205
17,70,1753,11268.98,5,2,1139
10,75,1968,31610.0,4,1,1430
12,170,1968,28255.0,5,2,1328
1,95,2155,36776.08,4,2,1460
16,115,2463,23900.0,4,2,1757
4,90,1498,12590.0,3,1,1190
2,105,1598,19720.0,5,2,1170
12,90,3724,89200.0,5,2,1605
10,92,1896,15854.69,5,2,1150
2,98,2295,39149.93,4,1,1325
6,90,1587,16105.89,5,1,1240
3,125,2151,32208.24,4,2,1410
17,66,998,11865.01,5,1,933
20,80,1870,18340.0,4,2,1140
4,39,398,7109.0,0,1,180
4,39,599,9499.0,0,1,195
20,110,1199,21350.0,5,1,1155
5,184,1998,33550.0,4,2,1450
2,5,49,1824.0,0,1,90
6,115,1685,23815.75,5,2,1482
5,105,1896,21090.0,5,2,1287
2,106,2500,26130.08,5,2,2155
18,64,1896,12210.0,5,2,1133
10,75,1390,14060.0,3,1,1021
5,110,1560,24100.0,4,2,1437
8,131,1951,30250.0,4,2,1545
8,131,1598,14896.95,4,2,1120
9,231,2979,50700.0,2,1,1585
1,75,1248,15840.0,5,2,1180
13,60,1753,7662.9,3,2,815
3,78,1248,11000.0,3,1,1010
19,40,499,8595.0,0,1,197
10,84,1248,14315.22,5,1,1127
2,130,1896,18091.0,5,2,1218
17,130,1896,24650.0,4,2,1375
9,103,1596,16710.0,3,1,1195
10,5,49,1418.39,0,1,87
25,70,1398,15385.0,5,2,947
4,69,1242,15649.99,3,1,865
19,90,1461,15830.0,5,2,1221
15,105,1896,22140.0,4,2,1465
15,129,1794,20075.0,4,1,1315
15,129,1398,15160.0,4,1,1049
5,100,1398,18355.0,5,1,1298
4,100,1587,13420.0,4,1,1175
3,90,1905,21197.7,5,2,1464
5,90,1896,26430.0,2,2,1241
3,95,1951,28451.91,4,2,1450
3,115,1998,21160.0,4,2,1491
1,130,1199,30999.99,5,1,1250
23,85,1461,21450.0,5,2,1340
3,88,3990,40000.0,0,2,2790
3,68,1398,16150.0,5,2,1125
3,41,583,3173.3,0,1,199
8,90,1560,25380.0,5,2,1661
10,140,1364,21687.57,5,1,1394
4,136,2231,25200.0,5,2,1485
10,136,1598,20435.0,4,2,1297
2,95,1493,17920.0,5,2,1090
3,102,1870,19692.0,5,2,1285
4,70,1461,15850.0,5,2,1389
1,110,1870,24050.0,5,2,1350
6,130,2953,24670.0,2,2,1610
6,130,1910,24170.0,2,2,1360
20,110,1997,22580.0,4,2,1410
20,110,1364,17500.0,4,2,960
4,92,1560,21600.0,5,2,1205
3,127,2800,22134.07,5,2,1810
1,60,1149,9315.69,3,1,880
10,313,4921,85390.0,5,2,2602
9,60,1364,18070.0,5,1,1185
2,136,1997,28150.0,5,2,1635
9,110,1598,14544.49,2,1,1060
4,140,1968,25303.95,5,2,1469
7,65,1461,15410.0,5,2,1085
5,100,1461,20810.0,5,2,1340
11,75,1461,10330.0,5,2,1033
4,82,1598,21870.0,5,1,1254
8,131,1124,10690.0,3,1,910
5,140,2499,38290.48,5,2,1892
5,112,1560,24100.0,5,2,1275
14,80,1242,13800.0,5,1,1220
3,75,1390,12126.0,5,1,1057
2,114,1769,16590.0,5,1,1420
16,125,2172,21600.0,4,2,1450
16,75,1248,14920.0,3,2,1150
2,110,1896,23108.92,5,2,1260
18,75,1968,36560.0,3,1,1530
5,110,1198,11960.0,5,2,940
3,130,1686,19150.0,5,2,1475
5,90,1896,15782.46,4,2,1170
7,100,796,8400.0,4,1,776
7,100,2172,26770.0,4,1,1448
7,100,1461,20845.0,4,2,1215
4,120,1753,11347.11,5,2,1030
4,120,1991,17040.0,5,2,1474
16,71,1461,19740.0,4,2,1320
10,100,1596,18470.0,5,1,1297
10,100,1995,28800.0,5,1,1410
10,100,1560,20350.0,5,1,1275
14,115,1560,18070.0,3,2,1245
2,64,1896,12402.57,4,2,1135
6,150,2231,34800.0,4,2,1515
1,85,1461,18420.0,5,2,1195
19,58,1527,10277.31,3,2,890
3,110,1896,22200.0,5,2,1129
5,120,1870,26560.0,5,2,1530
10,80,1910,12095.0,3,2,1040
14,102,1870,19692.0,5,2,1285
11,163,1560,18429.99,5,2,1165
7,83,1399,10795.0,4,1,1005
16,87,1598,13760.0,5,1,1275
4,90,1896,18440.0,4,2,1263
10,90,1896,14810.0,5,2,1125
9,112,1598,17988.29,3,1,1085
7,70,1398,13580.0,5,2,1130
16,70,1422,12760.95,5,2,1131
3,70,1422,13797.0,3,2,1106
2,90,1461,18140.01,5,2,1071
18,110,1598,14850.0,5,1,1085
18,110,1399,13160.0,5,1,1170
2,75,1390,15025.0,4,1,1090
3,100,1896,17185.0,4,2,1188
10,105,1598,17490.0,5,1,1245
2,42,321,5449.0,0,1,168
6,75,1149,9230.0,5,1,941
20,100,1598,14570.0,3,1,1145
13,124,1598,21340.0,4,1,1255
5,60,1753,10914.38,5,2,1044
2,192,1796,29825.0,3,1,1065
6,117,1590,23100.0,5,1,1275
11,100,1998,20530.0,5,2,1660
18,90,1753,16140.0,5,2,1349
4,100,1995,20861.13,5,2,1460
3,90,898,16690.01,5,1,1173
2,110,1560,21463.79,5,2,1195
2,65,1870,14093.73,4,2,1130
2,100,1995,18630.0,5,2,1330
11,130,1896,29080.0,4,2,1387
4,69,1242,17400.01,2,1,905
12,177,1560,29450.0,5,2,1300
7,125,2172,26770.0,5,2,1448
2,110,1896,21360.0,4,2,1286
2,120,1598,24714.25,5,2,1430
16,110,1686,21290.0,5,2,1325
10,130,1896,24650.0,4,2,1375
10,130,1461,23600.0,4,2,1460
8,102,1997,29100.0,5,2,1580
3,110,1896,19645.0,5,2,1259
1,85,1461,16840.0,4,2,1389
19,64,1896,10818.22,3,2,950
1,90,1461,19150.0,5,2,1157
16,58,1527,10788.17,5,2,910
5,70,1398,14420.0,5,2,1022
5,122,2874,24080.39,2,2,1770
4,90,1997,17460.0,5,2,1280
2,90,1149,10550.0,5,2,850
10,90,1560,22450.0,5,2,1260
10,110,1997,22580.0,4,2,1410
4,105,1896,24990.0,5,2,1335
5,109,2148,24766.0,5,2,1790
19,75,1360,12750.0,3,1,1138
4,68,1399,14400.0,5,2,1082
1,85,1390,14137.0,5,1,1053
15,75,1392,9051.24,5,1,885
2,124,1998,25500.0,5,2,1550
2,80,1388,14520.0,5,1,1066
9,105,1598,16965.0,4,1,1223
9,105,1896,25753.37,4,1,1350
4,115,1560,22040.0,5,2,1125
1,69,649,7699.0,0,1,214
2,90,1248,16250.0,4,2,1205
13,109,1560,20860.0,5,2,1344
3,100,2198,26102.0,5,2,1789
3,80,2231,26800.0,3,2,1490
13,105,1598,18620.0,5,2,1095
3,100,1598,15025.3,5,1,1215
3,100,1598,16756.22,5,1,1095
15,110,1560,21610.0,5,2,1322
4,115,1685,27950.75,5,2,1415
3,100,1995,20861.13,5,2,1460
1,90,1896,21636.44,3,2,1270
18,70,1398,16467.0,5,2,947
5,77,1368,12495.0,5,1,1040
5,77,1422,18804.68,5,1,1151
17,75,1399,15475.0,5,2,1092
4,90,1560,20360.0,4,2,1403
12,90,1997,17223.8,3,2,1135
2,115,1896,25404.78,4,2,1361
3,82,1896,26690.0,5,1,1335
5,80,1686,18446.75,5,2,1205
1,100,1910,14635.0,5,2,1320
1,100,1997,27530.0,5,2,1855
10,110,1560,21610.0,5,2,1322
9,170,2393,32330.0,4,1,1440
5,100,2178,22840.0,2,2,1935
2,115,1685,25200.0,5,2,1415
16,75,1560,16400.0,5,2,1161
7,105,1896,19495.0,5,2,1405
7,105,2184,27700.0,5,2,1436
17,105,1896,20700.0,5,2,1250
5,90,1560,17590.0,5,2,1197
19,92,1560,17740.0,5,2,1182
7,130,1896,29010.0,4,2,1395
19,136,1997,29600.0,5,2,1538
3,85,1405,8883.04,5,1,965
5,75,1360,15620.0,5,1,1089
2,105,1896,23190.0,5,2,1424
1,84,1461,16365.0,4,2,1070
16,135,2464,26220.0,5,2,1935
16,135,2463,23900.0,5,2,1757
16,135,1968,32996.7,5,2,1938
9,115,1753,16894.45,4,2,1386
2,84,1124,11075.0,5,1,825
3,100,1753,18010.0,5,2,1216
5,105,1870,20990.0,5,2,1320
4,120,1560,24840.01,5,2,1420
10,105,1896,26000.0,3,2,1295
12,115,2799,21143.61,4,2,1590
10,136,1997,25260.0,3,2,1304
5,60,1198,11650.0,5,1,1040
2,65,1870,10637.91,5,2,995
10,85,1390,12571.75,5,1,1053
10,136,999,17700.0,5,2,1204
10,136,1499,35350.0,5,2,1400
9,80,1686,17970.0,5,2,1275
9,80,1896,25430.0,5,2,1291
5,60,1124,11075.0,5,1,825
2,60,1242,9450.0,3,1,860
10,140,1199,26349.99,4,2,1495
16,115,1685,23410.0,5,2,1415
10,85,1461,17380.0,4,2,1251
3,85,1396,10337.41,3,1,1020
17,105,1598,19170.0,3,1,1195
11,60,1390,10782.16,5,1,988
3,125,2402,27180.0,5,2,1939
1,120,1997,27620.0,5,2,1809
2,110,1896,18270.0,5,2,1275
14,116,1582,16850.0,5,1,1367
8,90,1753,16894.45,4,2,1386
2,90,1587,19111.84,5,1,1397
5,110,1997,20429.0,5,2,1216
1,82,1994,17206.98,4,2,1395
11,94,1399,13710.0,5,1,1060
3,60,1124,9569.74,5,1,800
19,85,1461,10903.0,4,2,1075
19,85,1753,10036.9,4,2,1057
19,85,1896,24280.89,4,2,1315
19,85,1700,12260.65,4,2,1195
19,85,1991,20140.0,4,2,1481
5,100,1870,23160.0,5,2,1315
17,150,1995,29100.0,3,2,1395
17,150,1997,18676.0,3,2,1300
5,115,1753,18060.0,3,2,1374
1,70,1422,13180.0,5,2,1089
6,120,1910,25710.0,5,2,1553
11,93,599,7146.03,0,1,182
6,90,1560,18090.0,5,2,1357
10,105,1598,19170.0,3,1,1195
19,90,1582,17830.0,5,2,1266
19,90,2143,43650.0,5,2,1660
4,120,1998,23015.0,5,1,1205
10,90,1896,13224.96,5,2,1145
10,90,1995,23239.54,5,2,1428
15,60,1753,7662.9,3,2,815
3,70,1398,15945.0,5,2,1202
1,110,1598,18310.0,5,1,1250
1,110,1997,27800.0,5,1,1496
3,70,1398,14660.0,5,2,1049
10,150,1896,22265.0,5,2,1301
10,150,999,24560.0,5,2,1280
2,110,1560,22436.0,5,2,1313
2,130,1896,21985.0,4,2,1314
10,69,1898,23300.0,5,2,1080
10,143,1995,27600.0,5,2,1320
3,70,1398,15160.0,5,2,1049
10,90,1997,18340.0,5,2,1243
1,90,1896,13224.96,5,2,1145
4,90,1895,17568.2,4,2,1175
1,115,1560,27600.0,5,2,1495
8,100,1896,23289.22,4,2,1361
1,70,1867,12060.0,3,2,1010
14,105,2953,21066.0,2,2,1695
1,68,1700,13216.26,5,2,1215
3,60,1149,10006.85,4,1,975
3,60,1229,12710.0,4,1,960
11,125,2172,24500.0,4,2,1450
11,125,1598,14896.95,4,2,1120
3,105,1896,21000.0,5,2,1405
7,90,1997,18598.0,5,2,1200
16,157,3956,36721.84,5,1,2210
17,100,1896,23150.0,3,2,1260
4,90,1753,19100.0,5,2,1388
4,90,1598,14570.0,5,2,1145
6,90,1997,19379.0,5,2,1200
10,84,1206,11450.0,5,1,1030
10,84,1493,16800.0,5,1,1295
5,140,2204,23300.0,5,2,1351
1,90,1587,13763.18,5,1,1078
8,99,1560,23150.0,5,2,1275
6,70,1398,13580.0,5,2,1130
19,70,1398,14150.0,5,2,1186
4,105,1870,16540.0,5,2,1145
10,110,1896,24623.47,5,2,1722
5,80,1388,14080.0,5,1,1050
6,163,998,11680.0,5,2,930
6,163,999,24060.0,5,2,1179
2,100,1686,20200.0,3,2,1306
26,90,898,16150.0,5,1,1055
14,109,1560,21675.0,4,2,1260
5,71,1905,14637.55,5,2,1112
13,95,1587,16981.0,5,1,1240
16,110,1560,21610.0,5,2,1322
6,90,1560,19120.0,5,2,1228
10,60,1461,14955.0,5,2,1110
6,110,1997,20429.0,5,2,1216
6,136,1997,16209.0,4,2,1280
1,105,1598,22400.0,5,2,1480
14,110,1997,20770.0,5,2,1279
14,110,1364,12650.0,5,2,920
14,110,1998,32422.97,5,2,1370
1,11,125,1899.0,0,1,145
5,120,1560,23650.0,3,2,1429
14,82,1493,14800.0,5,2,1370
5,88,1360,18260.0,3,1,1106
11,110,1560,23452.11,5,2,1455
16,105,1598,23850.0,5,2,1480
16,105,1198,12926.0,5,2,1038
6,122,2148,31411.8,3,2,1430
6,122,998,13115.0,3,2,933
2,60,1198,14450.0,5,1,992
10,100,1995,23340.0,5,2,1450
3,126,1998,22050.0,5,2,1385
5,105,1910,16870.0,5,2,1410
4,60,1390,10816.53,4,1,1050
1,70,1398,16467.0,5,2,947
16,90,1905,15933.97,5,2,1197
9,95,1368,14865.0,5,1,1075
9,102,1595,18460.0,5,1,1173
4,110,1461,15300.0,5,2,1205
3,68,1700,12260.65,3,2,1195
1,109,1560,18465.0,3,2,1338
5,110,1598,23050.0,5,1,1355
5,110,1598,12140.44,5,1,1020
4,106,779,9149.0,0,1,211
14,130,1956,26600.0,5,2,1658
7,110,1587,16830.0,5,1,1176
2,85,1461,19670.0,5,2,1195
4,90,1997,15930.0,3,2,1145
2,140,1968,24320.0,3,2,1281
11,90,1997,19790.0,5,2,1243
13,112,1991,18720.0,4,2,1299
7,110,1896,11839.94,4,2,1135
2,70,1398,15160.0,5,2,1049
4,71,1867,15760.0,5,2,1220
5,150,1560,16400.0,5,2,1161
4,110,1560,19800.0,5,2,1244
5,105,1896,21000.0,5,2,1405
3,110,1461,22060.0,5,2,1215
1,90,1598,18300.0,5,2,1150
3,58,1527,11655.0,5,2,905
3,95,1997,21240.0,5,2,1405
10,86,1299,13096.05,5,1,980
3,85,1461,16530.0,5,2,1100
1,135,1998,26546.7,2,1,1415
3,75,1248,15340.0,3,2,1150
10,120,1598,28140.0,5,2,1404
10,120,1560,17740.0,5,2,1182
8,82,1242,15225.0,5,1,980
2,125,2977,26459.0,2,2,1815
3,163,1896,23349.32,4,2,1255
3,163,1461,16375.0,4,2,1132
1,115,1596,23900.0,5,1,1245
6,90,1896,20750.0,5,2,1301
4,90,1896,13224.96,5,2,1144
10,90,1364,16350.0,5,2,1260
5,92,1560,20540.0,5,2,1182
11,105,1598,20870.0,5,2,1239
3,64,1870,28660.0,5,2,1430
1,90,1560,18770.0,5,2,1243
18,110,1598,16440.0,5,1,1085
7,100,1896,14977.92,4,2,1171
3,163,2902,30550.0,5,2,2097
1,105,1598,20870.0,5,2,1239
3,86,1498,10690.0,5,1,1021
4,75,1360,13680.0,5,1,1025
10,150,1995,25400.0,5,2,1503
10,150,1896,16206.0,5,2,1165
1,90,1997,16405.11,5,2,1165
2,90,1587,13622.96,3,1,1068
2,90,1560,22850.0,5,2,1290
8,75,1598,12446.96,5,1,1120
3,105,1896,19710.75,4,2,1522
1,184,2926,38900.0,5,2,1665
5,109,1560,18965.0,4,2,1335
3,100,1560,21250.0,5,2,1160
3,100,1560,21600.0,5,2,1205
14,140,1968,25150.0,5,2,1504
1,180,2958,45800.0,5,2,1845
13,101,2148,38439.2,3,1,1495
3,90,1997,16416.55,5,2,1165
4,150,1995,27000.0,5,2,1530
4,150,1399,14590.0,5,2,1141
5,90,1560,22150.0,5,2,1290
2,140,2497,32887.58,4,2,2020
2,140,1527,10002.88,4,2,805
1,105,1461,20820.0,5,2,1205
5,100,1686,20670.0,3,2,1285
1,115,1598,21635.0,2,1,1320
2,65,1461,12250.0,5,2,980
3,63,1910,12700.0,4,2,1280
3,63,2996,44385.71,4,2,1490
11,12,125,3249.0,0,1,127
11,105,1598,19100.0,5,1,1195
18,90,1896,15995.0,5,2,1266
3,100,1461,19395.0,4,2,1215
18,110,1587,18180.0,5,1,1324
3,61,1124,13330.0,3,1,1031
3,90,1560,17650.0,5,2,1205
3,58,1527,11178.83,5,2,910
3,58,2953,18862.12,5,2,1820
3,58,1461,18450.0,5,2,1175
7,143,1896,23745.99,5,2,1514
7,90,1390,15365.0,5,1,995
2,63,1905,11958.66,3,2,1115
1,85,1248,16785.0,5,1,1040
7,140,1968,39780.0,5,2,1610
15,100,1896,17162.21,4,2,1171
2,90,2494,38700.0,4,2,1500
2,177,2231,29750.0,5,2,1455
5,90,1560,16395.0,5,2,1352
9,120,1598,21810.0,5,1,1212
11,83,1399,10150.0,5,1,995
4,66,998,12300.0,5,1,933
1,75,1248,17370.0,5,2,1180
5,60,1124,9886.65,3,1,805
16,115,1910,18510.0,3,2,1265
3,100,1560,24100.0,4,1,1275
4,105,1461,20920.0,5,2,1205
2,90,1997,19379.0,5,2,1200
3,65,1461,12250.0,5,2,980
5,90,1896,25098.27,5,2,1812
5,90,1560,22290.0,5,2,1391
1,65,1870,13420.0,6,2,1100
12,115,1896,21700.0,3,2,1232
9,92,1560,20540.0,5,2,1182
2,102,1493,15800.0,5,2,1295
18,130,1997,28800.0,4,2,1517
3,100,1560,25950.0,5,2,1399
3,115,1598,22470.0,5,2,1295
4,110,1598,14850.0,5,1,1085
4,110,1968,20396.0,5,1,1315
4,70,1398,12880.0,5,2,1049
1,69,998,12820.0,5,1,855
6,60,1391,9264.96,3,1,970
2,112,1560,23100.0,5,2,1275
9,140,2204,26000.0,5,2,1351
1,110,1582,24015.0,5,2,1310
8,75,1360,15350.0,5,1,1074
11,105,1598,20450.0,5,2,1365
10,75,1390,11058.62,3,1,940
5,140,1997,30150.0,5,2,1557
10,92,1560,19380.0,5,2,1182
2,90,1997,13870.0,4,2,1070
2,115,1867,12060.0,5,2,1010
8,115,1731,20404.36,4,1,1345
4,90,1896,17945.0,5,2,1266
1,175,1598,24530.0,3,1,1130
5,129,1870,27383.35,3,2,1529
10,105,1896,26850.0,5,2,1335
3,60,1769,10776.15,5,2,880
4,75,999,16244.69,5,1,1055
3,71,1868,15201.0,4,2,1281
16,90,1560,22850.0,5,2,1290
2,130,1956,25800.0,5,2,1538
13,105,1598,16965.0,4,1,1223
13,110,1598,26935.01,5,2,1315
2,75,1248,17360.0,5,2,1237
2,112,1991,18720.0,5,2,1324
2,105,1896,21350.0,5,2,1429
10,90,1560,16395.0,5,2,1352
10,105,1896,19250.0,5,2,1250
3,75,1422,13561.0,5,2,1151
3,110,1896,28794.49,5,2,1724
5,150,2148,36050.0,4,2,1465
10,130,1499,34150.0,5,2,1492
2,85,1084,17160.0,5,1,1091
9,75,1896,12030.0,5,1,1123
5,109,1589,14999.0,5,1,1030
5,109,1997,18943.0,5,1,1300
3,140,1968,26210.0,5,2,1380
3,90,1753,16894.45,4,2,1386
14,90,1753,15410.0,4,2,1399
14,90,1984,34280.0,4,2,1326
9,90,1685,26000.0,5,2,1425
2,170,1968,25150.0,5,2,1331
3,96,1399,13825.0,5,1,1079
2,105,1598,19300.0,5,1,1184
6,70,1560,18940.0,3,2,1182
14,90,1495,12861.66,5,1,1040
14,90,1582,21345.0,5,1,1580
6,110,1560,22190.0,5,2,1270
6,110,2148,39923.11,5,2,1590
6,110,1991,25650.0,5,2,1720
6,110,1461,21910.0,5,2,1340
9,100,1896,19540.0,5,2,1135
10,105,1870,16540.0,5,2,1145
2,90,1489,14995.25,5,1,1090
8,110,1598,14850.0,5,1,1085
2,110,1560,20840.0,5,2,1205
4,102,1595,18000.0,5,1,1255
17,136,1997,28569.72,4,2,1451
12,140,1997,25990.0,5,2,1484
4,100,1896,25380.0,5,2,1295
6,150,1991,22215.0,4,2,1560
6,150,1461,14875.0,4,2,1055
3,102,1595,17780.0,5,1,1205
3,102,1560,24880.0,5,1,1424
14,130,1598,26150.0,5,2,1498
2,105,1461,21270.0,5,2,1215
6,75,1390,12801.56,5,1,1020
5,90,1598,19400.0,5,2,1365
8,75,1560,19088.67,4,2,1422
8,75,1390,15800.0,4,2,1090
