Seniority,Power,Cylinder_capacity,Value_vehicle,N_doors,Type_fuel,Weight,Cluster
5,141,1796,22210.01,5,1,1528,1
4,122,2492,35150.0,5,2,1980,1
3,115,1998,20795.02,5,1,1250,2
7,64,1896,15155.15,5,2,1095,2
2,140,1968,30930.0,5,2,1410,1
2,80,1242,12515.0,3,1,930,2
4,140,1997,28880.0,4,2,1608,1
4,100,2902,23048.81,5,2,1955,1
7,120,2464,27150.0,5,2,1847,1
11,120,1896,25200.0,5,2,1498,1
5,102,2494,25230.0,4,2,1695,1
2,120,1870,24150.0,5,2,1439,1
1,115,1753,18060.0,3,2,1374,2
3,21,198,3575.0,0,1,157,0
1,80,1686,17970.0,5,2,1275,2
3,100,1995,20861.13,4,2,1445,2
3,185,2401,35500.0,4,2,1578,1
1,130,1998,24080.0,4,2,1415,1
1,136,1995,27915.0,5,2,1458,1
1,90,1995,38000.0,5,2,1740,1
2,109,1910,21035.42,5,2,1345,2
3,80,1870,13740.0,5,2,1120,2
2,58,1527,11178.83,5,2,910,2
2,130,1896,31470.0,4,2,1410,1
2,90,1582,17830.0,5,2,1266,2
1,110,1587,23290.0,2,1,1382,2
3,64,1896,10756.24,3,2,1070,2
2,150,1910,23270.0,3,2,1330,1
2,90,1248,16320.0,5,2,1210,2
2,89,4885,35650.0,0,2,4500,1
1,105,1598,20450.0,5,2,1365,2
1,109,1560,19415.0,4,2,1381,2
3,65,1086,9806.0,5,1,854,2
2,90,1560,19322.72,4,2,1407,2
2,92,1560,20400.0,5,2,1130,2
1,150,1896,23795.0,5,2,1414,1
2,115,1910,18510.0,3,2,1265,2
1,90,1997,19803.0,5,2,1250,2
2,140,1968,25870.0,3,2,1316,1
20,71,1905,11744.68,5,2,1035,2
1,90,1560,14650.0,5,2,1077,2
1,105,1461,18240.0,5,2,1430,2
1,105,1995,27550.01,5,2,1418,1
2,82,1461,15000.0,6,2,1095,2
1,75,1560,18465.0,5,1,1338,2
2,90,1997,21432.28,5,2,1420,2
3,60,1991,27625.0,5,2,1360,2
6,117,1598,20000.0,5,1,1297,2
3,105,1597,17095.0,5,1,1197,2
5,64,1896,10637.91,5,2,995,2
5,100,1870,22900.0,5,2,1677,1
3,90,1560,20950.0,5,2,1290,2
4,140,2204,24200.0,5,2,1351,1
4,140,999,14450.0,5,2,973,2
2,140,1968,29280.0,5,2,1558,1
2,110,1997,23785.0,5,2,1385,1
2,110,1560,18350.0,5,2,1302,2
2,90,1461,19550.0,5,2,1215,2
2,88,2148,26801.8,5,2,1840,1
2,9,125,1682.23,0,1,112,0
21,150,1995,39300.0,5,2,1745,1
2,133,2309,25939.68,4,1,1370,1
3,70,1422,14218.0,5,2,1106,2
2,70,1398,12230.0,3,2,973,2
2,80,1388,13900.0,5,1,1081,2
1,110,1461,24350.0,5,2,1407,2
2,85,1461,15950.0,5,2,1100,2
3,110,1560,21590.0,5,2,1261,2
1,109,2499,20730.0,4,2,1730,1
3,90,1997,17587.41,3,2,1290,2
4,45,903,5409.11,3,1,680,2
1,126,1998,25900.0,5,2,1625,1
2,180,2496,38300.0,4,2,1595,1
4,90,1560,22436.0,2,2,1313,2
2,105,1910,18811.68,5,2,1445,2
3,85,1461,19670.0,5,2,1195,2
4,108,2463,24200.0,2,2,1765,1
7,180,1598,24250.0,3,1,1385,1
1,15,125,4499.0,0,1,127,0
1,88,1386,14600.0,3,1,998,2
3,136,1171,9646.24,5,2,825,2
2,100,1870,24026.0,5,2,1677,1
3,65,1461,12600.0,5,2,980,2
2,90,1560,19170.0,3,2,1245,2
1,75,1398,13910.0,3,1,1141,2
5,90,1997,21036.0,5,2,1300,2
2,138,1997,21720.0,3,1,1202,1
1,75,1461,10330.0,5,2,1033,2
1,106,1461,18650.0,5,2,1050,2
13,100,1870,17188.95,5,2,1150,2
13,100,1560,20950.0,5,2,1290,2
3,110,1870,25200.0,5,2,1350,1
3,136,1968,32700.0,5,2,1535,1
3,75,2720,45090.0,5,2,1724,1
3,75,1910,20250.0,5,2,1320,2
3,71,1868,15280.0,5,2,1267,2
1,110,1870,21250.0,5,2,1360,2
1,110,1870,21745.0,5,2,1295,2
3,90,1364,17950.0,5,2,1290,2
3,115,1896,22260.0,5,2,1232,2
7,286,1968,25690.0,5,2,1340,1
1,63,1910,13041.6,5,2,1290,2
3,130,1870,25750.0,5,2,1530,1
2,87,1598,9927.0,4,1,1055,2
1,15,125,3999.0,0,1,140,0
5,45,1868,13260.0,3,1,970,2
3,110,599,10399.0,0,1,165,0
4,112,1951,28350.0,3,2,1480,1
3,68,1399,12685.0,5,2,1066,2
2,68,1493,13700.0,5,2,1090,2
2,120,1870,22145.0,4,2,1295,1
4,69,1896,25380.0,5,1,1320,2
4,69,1968,20396.0,5,1,1315,2
2,63,1753,13462.67,5,2,1185,2
4,110,1587,16255.0,5,1,1166,2
1,143,2148,32800.0,3,2,1430,1
2,105,1598,22210.0,3,2,1286,2
1,110,1598,21725.01,5,2,1350,2
2,125,2800,25725.72,5,2,2225,1
4,110,1560,22190.0,5,2,1247,2
2,110,1598,17210.0,5,1,1160,2
2,98,2299,24040.48,4,2,1600,1
5,110,1560,24850.0,5,2,1530,2
2,90,2231,31000.0,5,2,1650,1
6,115,1598,20020.0,5,1,1184,2
3,115,1870,21466.0,5,2,1290,2
2,105,1896,25292.0,5,2,1538,1
2,92,1560,19380.0,5,2,1182,2
4,112,2495,29365.45,5,2,2055,1
1,110,1686,22150.0,5,2,1428,2
2,75,1360,11713.73,5,1,945,2
2,140,1997,30550.0,4,2,1505,1
2,105,1896,23450.0,5,2,1429,1
2,115,1998,22480.0,4,2,1507,1
1,90,1587,12537.11,4,1,1175,2
6,70,1461,14850.0,4,2,1236,2
2,80,1461,17595.0,5,2,1195,2
2,76,2496,16515.81,5,2,1748,1
2,110,1560,24030.0,4,2,1431,2
2,75,1390,11479.33,5,1,960,2
6,100,1896,16206.0,5,2,1165,2
1,110,1461,28579.99,5,2,1317,2
2,115,1753,18765.0,3,2,1388,2
1,90,1598,17700.0,5,2,1225,2
2,95,1499,13040.0,5,2,1205,2
4,60,1896,14690.0,3,1,1152,2
4,60,1870,26260.0,3,1,1350,2
4,60,1995,41000.0,3,1,1600,1
4,60,1896,32210.0,3,1,1678,1
2,110,1896,20284.16,3,2,1260,2
3,138,1997,17950.0,3,1,1130,2
1,124,599,13799.0,0,1,189,0
3,96,1590,12398.88,4,1,1045,2
3,103,1396,12890.0,5,1,1020,2
1,84,1461,18045.0,6,2,1125,2
4,90,1360,14350.0,5,1,1149,2
2,110,1560,23746.92,4,2,1431,2
2,90,1598,18777.53,5,2,1095,2
2,130,1598,31675.0,5,2,1500,1
2,120,1598,15994.0,5,1,1287,2
3,90,1995,34500.0,5,1,1430,1
3,60,1391,9669.2,5,1,925,2
8,134,1998,26560.0,2,1,1390,1
2,105,2798,22075.26,5,2,1872,1
3,110,1997,18585.0,5,2,1216,2
3,110,1461,17920.0,5,2,1175,2
2,122,1395,22050.0,5,1,1224,2
20,90,1461,12630.0,5,2,1083,2
3,116,2800,23288.92,5,2,1780,1
3,90,1896,18440.0,4,2,1263,2
3,90,1560,23950.0,4,2,1489,2
3,85,1461,12770.0,5,2,1205,2
2,68,1461,16050.0,5,2,1205,2
2,90,2188,21506.4,2,2,1580,1
13,95,2800,23366.0,5,1,1960,1
21,115,1998,18150.57,5,1,1245,2
21,115,1149,11410.0,5,1,1020,2
21,115,1461,12880.0,5,1,1090,2
1,35,124,4343.39,0,1,115,0
2,116,1995,28300.0,5,2,1310,1
9,100,2188,34110.0,4,1,1702,1
2,112,1560,23275.0,5,2,1426,2
1,90,1997,18350.0,5,2,1311,2
1,129,1870,30551.0,5,2,1630,1
1,122,2495,28450.0,5,2,2040,1
2,115,1998,21160.0,4,2,1491,1
3,60,1198,13149.99,5,1,1170,2
1,136,1997,29600.0,5,2,1538,1
1,136,1896,30310.0,5,2,1450,1
2,45,1108,4057.88,5,1,830,2
5,110,1461,22060.0,5,2,1215,2
3,140,2497,27381.0,5,2,1984,1
3,110,1997,22890.0,5,2,1545,1
1,110,1587,17820.0,5,1,1200,2
1,165,2696,31395.0,5,2,1897,1
30,218,2993,55600.0,5,2,2105,1
10,6,49,1501.93,0,1,90,0
3,170,2685,40823.11,4,2,1650,1
3,170,1461,15410.0,4,2,1085,2
1,177,1968,43250.0,5,2,1755,1
4,75,1248,14600.0,5,2,1105,2
1,100,1870,20734.92,5,2,1320,2
1,97,1399,13650.0,4,1,1035,2
2,65,1461,14960.0,4,2,1055,2
1,130,1998,22980.0,5,2,1427,1
5,140,1968,19373.68,5,2,1410,1
1,105,1598,28880.0,5,2,1320,1
3,70,1398,13970.0,3,2,1078,2
2,110,1587,15100.0,5,1,1115,2
6,110,1997,21800.0,3,2,1279,2
2,110,1461,26030.0,4,2,1285,2
5,136,1997,30175.0,5,2,1486,1
1,37,498,4990.0,0,1,230,0
4,115,2461,29750.1,4,2,1460,1
7,286,1598,20809.99,5,1,1265,1
2,165,1998,28150.0,2,1,1415,1
2,80,1560,25120.0,5,2,1414,2
1,131,1997,20133.91,4,1,1370,1
23,13,479,9321.0,3,2,400,0
1,90,1896,13840.0,5,2,1136,2
1,105,1896,18750.0,5,2,1250,2
3,110,1896,13365.0,5,2,1109,2
2,60,1868,13260.0,4,2,970,2
3,105,1199,14140.0,5,2,1035,2
6,70,1398,14380.0,5,2,1130,2
1,110,1587,17981.0,3,1,1134,2
3,85,1461,17950.0,5,2,1195,2
1,112,1991,21800.0,5,2,1528,1
6,83,1998,18613.34,5,2,1470,2
1,110,1461,27238.31,5,2,1470,1
2,85,1298,9441.9,3,1,1020,2
7,71,1868,14890.0,4,2,1185,2
4,115,2953,20943.88,4,2,1585,1
4,115,1995,25005.0,4,2,1678,1
2,120,1997,18340.0,5,2,1243,2
2,120,1496,27350.01,5,2,1320,1
4,66,1086,9750.0,5,1,925,2
2,100,2495,28450.0,5,2,2040,1
4,108,2953,22092.82,4,2,1937,1
1,98,1497,16950.0,5,1,1179,2
1,85,1870,21250.0,5,2,1330,2
2,85,2798,21256.84,2,2,1885,1
1,124,1998,22050.0,5,2,1320,1
7,150,1995,31400.0,2,1,1320,1
4,110,1587,16991.0,5,1,1172,2
4,110,1870,20485.0,2,2,1270,2
2,75,1560,16860.0,4,2,1055,2
2,75,1596,18350.0,4,2,970,2
3,130,1956,28870.0,5,2,1538,1
2,65,1240,12800.0,5,1,957,2
3,82,1995,16894.45,5,2,1430,2
2,100,1461,19670.0,5,2,1195,2
3,140,1991,24100.0,4,2,1591,1
3,140,1968,20396.0,4,2,1315,1
4,90,1364,15750.0,3,2,1260,2
4,115,1796,15109.44,4,1,1363,2
10,99,1560,23150.0,5,2,1275,2
1,125,1991,27800.0,5,2,1718,1
2,75,1598,12116.7,4,1,955,2
2,90,1896,17459.4,5,2,1285,2
2,90,1390,10816.53,5,2,1050,2
2,68,1598,19950.0,5,2,1290,2
1,110,2286,24120.0,5,2,1925,1
1,110,1997,23030.0,5,2,1546,1
1,140,1968,28560.0,4,2,1448,1
15,108,2953,20031.73,2,2,1930,1
4,125,2172,24190.0,2,2,1310,1
2,10,124,3500.0,0,1,153,0
2,90,1560,20265.0,5,2,1344,2
7,60,1399,13110.0,4,2,1068,2
2,110,1598,17600.0,5,1,1215,2
11,63,805,6424.82,0,1,186,0
2,90,1968,30163.22,5,2,1820,1
1,130,1598,22950.0,5,2,1498,1
12,68,1896,15464.04,5,2,1445,2
1,60,1149,9586.14,5,1,900,2
4,90,1896,14738.27,4,2,1170,2
2,62,1063,9249.0,0,1,261,0
2,122,1390,25580.0,4,1,1388,2
1,109,1560,20265.0,5,2,1371,2
2,86,1341,11450.0,5,1,1035,2
1,80,1422,15598.0,5,2,1090,2
4,170,2494,38326.54,4,1,1580,1
4,170,1951,28451.91,4,1,1450,1
3,90,2500,20416.38,5,2,1910,1
1,110,2088,27171.76,5,2,1615,1
1,100,1995,20070.0,4,2,1480,2
1,100,1995,26000.0,4,2,1310,1
4,130,1870,22850.0,4,2,1295,1
1,115,1998,21000.0,4,2,1409,1
1,100,1686,22670.0,5,2,1305,2
3,85,1461,18145.0,5,2,1195,2
2,110,1560,20340.0,5,2,1247,2
3,105,1870,19140.0,2,2,1105,2
13,68,1896,13365.0,4,2,1109,2
1,110,1560,21463.79,5,2,1195,2
4,99,1329,18700.0,5,1,1025,2
5,90,1896,10968.47,5,2,1035,2
5,50,1242,15225.0,3,1,980,2
4,103,1896,18415.01,5,2,1309,2
5,75,1995,28800.0,4,2,1410,1
5,75,1998,24080.0,4,2,1427,2
5,130,1910,18865.0,3,2,1205,2
4,82,1929,15896.77,5,2,1665,2
3,63,1910,13303.0,4,2,1290,2
3,63,1587,19550.0,4,2,1200,2
3,63,1390,13430.0,4,2,1049,2
3,63,1753,17180.0,4,2,1211,2
3,120,1910,17430.0,5,2,1305,2
3,65,1686,14828.0,5,2,1203,2
3,110,1587,19760.0,5,1,1360,2
9,5,49,1435.0,0,1,97,0
9,5,125,1849.0,0,1,122,0
5,112,1991,24800.0,5,2,1610,1
1,90,1461,12880.0,5,2,1090,2
4,110,1910,15850.0,5,2,1275,2
4,110,2496,15476.06,5,2,1608,1
2,65,1686,14656.0,4,2,1210,2
3,90,1997,18840.0,5,2,1328,2
4,75,1248,15070.0,5,2,1160,2
7,75,1399,10150.0,3,1,995,2
5,68,1289,8810.84,5,1,985,2
2,60,1124,12600.01,5,1,1010,2
9,105,1598,17490.0,5,1,1245,2
5,68,1399,14200.0,5,2,1141,2
11,90,1598,16467.73,5,1,1220,2
4,90,698,11800.0,5,2,730,2
1,115,1560,24150.0,5,2,1390,2
2,143,2148,38439.2,5,2,1495,1
13,100,1896,14873.3,5,2,1165,2
8,105,1598,22420.01,5,2,1211,2
8,105,1685,26550.0,5,2,1415,2
3,125,2664,23573.0,3,2,1745,1
4,100,1149,8594.47,5,2,820,2
2,90,1870,10788.17,5,2,910,2
5,150,1995,28600.0,3,2,1350,1
3,75,1360,13350.0,3,1,1138,2
1,115,2171,24575.38,5,2,1780,1
3,140,1991,26000.0,3,2,1340,1
1,90,1905,15743.03,5,2,1152,2
2,86,1896,22060.88,5,2,1790,1
14,75,2446,13102.06,4,2,1465,2
9,12,125,2078.9,0,1,98,0
3,116,2148,26776.28,4,2,1795,1
7,150,1896,23135.0,4,2,1326,1
2,110,1896,16060.0,2,2,1156,2
6,86,1197,19510.0,3,1,1040,2
2,75,1753,10920.39,5,2,1116,2
6,65,1870,12471.0,4,2,1065,2
1,90,1560,16050.0,3,2,1155,2
12,60,1124,10042.45,5,1,825,2
3,105,1598,22328.44,5,2,1251,2
1,150,1968,29510.0,5,2,1491,1
1,60,1391,10752.11,3,1,955,2
3,64,1198,11225.0,3,1,1015,2
4,60,1997,21380.0,5,2,1130,2
1,6,49,1682.23,0,1,90,0
2,100,1149,11300.0,5,1,910,2
2,100,1798,26190.0,5,1,1294,2
2,109,2461,25245.08,5,2,1797,1
5,136,2184,23750.0,5,2,1440,1
1,68,1995,25485.0,5,2,1821,1
3,90,1560,20265.0,5,2,1344,2
3,90,1364,15950.0,5,2,1008,2
6,70,1422,13020.0,5,2,1089,2
3,75,1360,15670.0,5,1,1139,2
2,110,1560,22580.0,3,2,1194,2
17,105,1896,19889.0,5,2,1290,2
6,80,1461,15800.0,5,2,1030,2
7,60,1299,8696.65,3,1,937,2
7,60,1368,15600.0,3,1,1040,2
7,60,1296,5710.46,3,1,800,2
2,103,1294,9489.98,3,1,790,2
11,115,1685,25200.0,5,2,1415,2
7,125,1998,23650.0,5,2,2006,1
2,65,1461,12012.43,5,2,995,2
2,17,234,5105.0,0,1,151,0
6,101,1993,9235.04,2,1,1031,2
3,75,1390,11467.31,5,1,1028,2
3,11,124,1899.0,0,1,135,0
5,80,1686,15692.59,3,2,1185,2
1,69,1086,11140.0,5,1,905,2
2,70,1461,16240.0,4,2,1389,2
4,100,1390,12800.0,3,1,980,2
8,105,1598,19170.0,3,1,1195,2
3,103,1294,9489.98,3,1,790,2
3,103,1107,5258.86,3,1,700,2
4,58,973,10580.0,5,1,930,2
3,225,2967,51670.0,5,2,2301,1
4,143,1995,25950.0,3,2,1310,1
2,136,1997,29907.29,5,2,1620,1
4,80,2987,43583.83,5,1,1841,1
15,60,1242,9930.0,3,1,860,2
1,105,1896,26000.0,3,2,1295,1
3,84,1461,17055.0,5,2,1070,2
10,90,1997,17901.0,5,2,1295,2
7,100,1598,16890.0,5,2,1132,2
2,102,2148,22063.2,4,2,1690,1
4,70,1398,13580.0,5,2,1130,2
4,58,1527,10501.3,3,2,890,2
8,105,1896,20692.68,5,2,1405,2
8,105,1360,12110.0,5,2,1005,2
9,11,125,2209.0,0,1,121,0
2,9,123,1987.87,0,1,98,0
2,65,1870,12230.0,5,2,995,2
3,143,1995,25100.0,2,2,1320,1
3,68,1399,14025.0,3,2,1061,2
1,100,1560,22850.0,5,2,1160,2
15,105,1598,22250.0,5,2,1480,2
3,90,1461,16100.0,3,2,1165,2
4,113,2479,35743.15,4,2,1420,1
4,113,1360,7945.38,4,2,820,2
5,55,998,8594.47,3,1,785,2
4,100,1896,14965.0,3,2,1142,2
5,105,1597,16465.0,5,1,1197,2
12,68,1896,17265.0,5,2,1165,2
10,80,1422,13900.0,3,2,1089,2
11,75,1390,15340.0,3,1,1090,2
4,105,1598,20450.0,5,2,1365,2
3,103,1581,12843.63,3,1,1125,2
4,60,1986,19472.79,4,2,1420,2
7,13,124,2499.0,0,1,123,0
4,105,1598,22070.0,3,2,1191,2
2,61,1124,12275.0,5,1,978,2
3,90,1560,17520.0,3,2,1197,2
4,11,125,2930.0,0,1,116,0
3,150,1781,25820.0,5,1,1175,1
1,12,125,3499.0,0,1,135,0
3,14,125,2259.0,0,1,120,0
6,80,1390,12380.0,3,1,1021,2
2,100,1910,16920.0,3,2,1250,2
2,76,2496,17814.05,5,2,1645,1
2,61,1124,12575.0,5,1,1085,2
3,90,1248,13250.0,3,2,1130,2
5,100,1560,16260.0,5,2,1155,2
2,140,1968,23800.0,5,2,1430,1
2,140,1686,22110.0,5,2,1285,1
2,140,2776,38291.36,5,2,1840,1
1,90,1895,17568.2,4,2,1175,2
4,100,1870,28850.0,5,2,2107,1
5,110,2902,34510.0,4,2,2093,1
5,110,1753,20180.0,4,2,1204,2
3,75,1998,18220.0,5,2,1732,2
1,100,1598,16630.0,5,1,1224,2
1,65,1870,14093.73,4,2,1130,2
2,122,2874,27517.46,5,2,2235,1
6,115,1753,19740.0,4,2,1431,2
7,90,1896,19971.63,4,2,1324,2
1,130,1598,26850.0,5,2,1563,1
1,115,1998,22480.0,4,2,1507,1
12,109,1598,14500.0,5,1,1175,2
1,105,1598,25770.0,5,2,1396,2
4,100,1461,18795.0,5,2,1195,2
7,92,1560,22930.0,4,2,1360,2
2,40,249,7499.0,0,1,102,0
2,70,1398,16620.0,5,2,1184,2
1,90,1560,22400.0,3,2,1390,2
3,90,1461,16165.0,5,2,1175,2
6,122,2874,27336.19,5,2,2310,1
1,71,1868,14020.0,4,2,1185,2
9,78,1248,11490.0,5,1,930,2
2,105,1598,20930.0,5,2,1265,2
2,115,1984,21370.0,3,1,1074,2
14,96,1971,9724.38,5,1,1170,2
14,96,1248,17415.0,5,1,1040,2
1,85,1461,17540.0,5,2,1389,2
5,105,1910,24720.0,5,2,1553,1
9,6,49,1628.0,0,1,106,0
1,112,1951,26600.0,5,2,1511,1
11,70,1229,14862.26,3,1,1026,2
11,70,1364,23100.0,3,1,1355,2
9,136,1951,28451.91,4,2,1450,1
9,130,1896,29010.0,4,2,1395,1
3,112,1560,21970.0,5,2,1355,2
2,102,1597,13252.32,4,1,1135,2
4,76,2496,16654.05,5,2,1787,1
18,92,2477,26486.6,5,2,1910,1
4,52,796,8400.0,5,1,760,2
5,60,1769,12621.25,4,2,950,2
3,136,2184,26320.0,5,2,1515,1
2,105,1910,16858.66,4,2,1405,2
2,105,1997,17460.0,4,2,1280,2
1,140,1968,24010.0,5,2,1276,1
3,120,1870,21145.0,5,2,1270,2
2,140,1991,26200.0,4,2,1591,1
4,23,124,2699.0,0,1,120,0
1,90,1390,11954.13,3,2,1034,2
8,101,1896,15850.0,4,2,1175,2
1,136,1997,26580.0,5,2,1486,1
1,120,1598,19579.01,5,1,1220,2
3,70,1198,13940.0,5,1,992,2
3,100,1596,17600.0,3,1,1180,2
3,86,2953,19887.49,2,2,1770,1
2,150,1398,15340.0,5,2,1184,2
1,140,1968,28120.0,4,2,1452,1
5,115,1984,26250.0,3,1,1246,1
10,150,1781,25060.0,3,1,1175,1
5,104,2494,23508.0,4,2,1800,1
5,104,1422,14661.0,4,2,1151,2
3,75,1598,11419.23,5,1,785,2
1,90,1896,17070.0,5,2,1270,2
1,140,1910,26453.0,4,2,1305,1
17,60,1685,24470.12,3,1,1415,2
17,5,49,2398.04,0,1,90,0
1,58,1527,10922.01,5,2,910,2
1,90,1422,18159.99,5,2,1156,2
3,103,1396,13216.26,5,1,1100,2
6,85,1398,15160.0,5,2,1049,2
4,88,1753,16990.61,4,2,1337,2
9,90,1461,17450.0,5,2,1090,2
3,105,1870,18070.0,4,2,1150,2
1,90,1598,22999.0,5,2,1310,2
7,125,1781,24870.0,3,1,1185,1
8,110,1598,16440.0,5,1,1085,2
4,92,1560,17740.0,5,2,1182,2
1,65,1870,14093.73,6,2,1110,2
7,125,1598,34715.0,5,2,1901,1
1,94,1399,11890.0,4,1,1047,2
3,177,1995,34900.0,4,2,1430,1
3,177,2685,44223.11,4,2,1650,1
4,105,1461,19695.0,4,2,1240,2
4,105,1560,16900.0,4,2,1165,2
1,75,1422,13481.0,5,2,1151,2
1,75,1390,12046.0,5,1,1057,2
7,60,1149,11230.0,5,1,900,2
6,90,1997,18350.0,5,2,1311,2
6,90,2402,23070.0,5,2,1887,1
5,136,1988,21468.15,5,1,1287,1
4,75,1686,14970.0,3,2,1185,2
1,90,1905,17958.24,5,2,1690,2
9,105,1896,21670.0,5,2,1335,2
2,110,2198,25580.0,5,2,1791,1
1,90,1997,18770.0,5,2,1243,2
4,55,999,7200.0,5,1,818,2
7,40,1276,1742.94,2,1,800,0
7,40,602,3958.47,2,1,570,0
7,40,1289,3666.17,2,1,920,2
6,40,1107,5318.96,5,1,700,2
6,40,1986,2554.3,5,1,1300,2
1,90,2798,22597.26,5,2,2052,1
1,110,1598,19250.0,5,1,1250,2
4,115,1910,16400.0,5,2,1305,2
6,60,1560,21538.46,4,2,1407,2
8,95,1499,13715.0,4,2,1230,2
4,102,1595,16900.0,5,1,1205,2
8,70,1248,14450.0,3,2,1060,2
3,80,1198,12725.0,5,1,925,2
3,100,1597,14484.39,5,1,1090,2
7,100,1197,22960.0,5,1,1205,2
33,90,1997,15761.24,5,2,1185,2
18,70,1398,13130.0,3,2,1130,2
2,100,1896,14815.0,4,2,1188,2
4,116,1995,35900.0,5,2,1595,1
7,140,1997,25556.4,4,2,1533,1
23,65,1086,8600.0,5,1,854,2
1,88,1781,12020.94,5,1,900,2
1,88,1995,36700.0,5,1,1505,1
10,100,2198,27970.0,5,2,1652,1
3,75,1149,11530.0,5,1,930,2
5,92,1988,13372.52,5,2,1236,2
3,80,1870,16970.0,5,2,1140,2
3,68,998,11420.0,5,1,830,2
2,120,1997,26130.0,5,2,1841,1
4,85,602,2927.8,5,2,585,2
17,90,1396,19390.0,5,2,1280,2
2,105,1197,18550.0,5,1,1275,2
2,64,1598,17900.0,5,2,1075,2
37,90,1868,13228.28,5,2,1175,2
20,114,1599,13889.39,3,1,1137,2
1,136,1598,24700.0,5,2,1355,1
4,95,1998,25500.0,4,2,1881,1
2,110,1997,19778.0,5,2,1216,2
1,130,1747,21546.28,2,1,1135,2
1,90,1753,16440.0,4,2,1280,2
6,64,995,8570.0,5,1,855,2
1,143,1995,27600.0,5,2,1320,1
1,82,1870,22501.0,5,2,1780,1
1,96,1388,17450.0,5,1,966,2
2,115,1995,24750.0,3,2,1295,1
7,75,2184,15665.0,5,1,1250,2
6,158,1987,29150.0,5,1,1540,1
5,156,2685,25981.75,5,2,2360,1
11,130,2488,27539.59,2,2,1625,1
2,100,1461,20810.0,5,2,1340,2
2,100,1753,16437.68,5,2,1413,2
3,105,1910,14814.95,3,2,1245,2
3,105,1997,23370.0,3,2,1306,1
1,60,2940,35624.0,0,2,2095,1
3,136,1461,21270.0,5,2,1215,2
7,130,1896,21985.0,4,2,1314,1
7,130,1753,19100.0,4,2,1251,2
7,61,1124,12361.4,3,1,956,2
7,61,1560,20570.0,3,1,1261,2
6,125,2664,22459.82,3,2,1730,1
5,90,1997,17030.0,5,2,1311,2
4,90,1896,21846.79,4,2,1370,2
2,105,1870,19660.0,4,2,1150,2
4,109,1796,28900.0,5,2,1400,1
15,70,2148,24705.68,5,2,1795,1
2,95,2148,24137.28,5,2,1770,1
7,86,2446,18590.0,2,2,1625,1
1,63,1324,9161.47,3,1,950,2
1,70,1398,14350.0,5,2,980,2
1,150,1395,45101.72,5,1,1425,1
8,120,1598,20250.0,5,1,1205,2
8,120,1242,11645.0,5,1,1015,2
5,70,1461,12630.0,5,2,1083,2
4,163,1598,17680.0,5,2,1203,2
6,65,1240,11400.0,3,1,946,2
5,110,1968,20720.0,5,2,1266,2
5,92,973,9230.0,5,1,965,2
2,105,1896,17504.26,5,2,1125,2
2,125,2151,37617.35,4,2,1540,1
6,75,1149,9830.0,5,1,941,2
6,75,1896,24130.64,5,1,1260,2
1,110,1968,27890.05,5,2,1543,1
18,71,1905,13498.73,4,2,1155,2
1,75,1149,12143.72,3,1,945,2
2,115,1199,10806.2,4,2,1000,2
1,115,1968,32550.0,5,2,1699,1
1,115,2496,20734.92,5,2,1630,1
3,90,1781,12921.76,5,1,1015,2
2,194,1950,57000.0,5,2,1780,1
4,80,1910,22290.0,5,2,1335,2
4,80,1995,41000.0,5,2,1600,1
3,105,1896,20700.0,5,2,1250,2
2,112,1995,30700.0,6,2,1410,1
13,120,1598,17680.0,5,1,1203,2
3,82,1896,16670.0,4,2,1259,2
4,100,1896,16179.95,5,2,1169,2
1,50,999,8673.0,3,1,939,2
9,128,1582,20550.0,5,2,1266,2
2,90,1598,20320.01,5,2,1320,2
4,120,1870,26260.0,5,2,1350,1
2,120,1870,21745.0,4,2,1295,1
4,70,2800,18950.0,5,1,1755,1
4,70,1896,18500.0,5,1,1365,2
1,64,1896,11839.94,4,2,1135,2
1,64,1390,12046.0,4,2,1057,2
1,64,1997,18598.0,4,2,1200,2
1,80,1461,15100.0,3,2,975,2
3,110,1582,22090.0,5,2,1365,2
32,75,1149,13520.0,5,1,1015,2
3,136,1951,37932.0,4,2,1490,1
4,105,1598,21900.0,5,2,1395,2
1,130,1870,27450.0,5,2,1350,1
1,113,1994,18624.0,4,2,1230,2
1,90,1560,26690.01,5,2,1661,1
1,90,1461,19650.0,5,2,1215,2
4,14,124,3200.0,0,1,162,0
3,105,1461,20820.0,5,2,1205,2
1,60,1149,11100.0,5,1,900,2
5,98,1905,13781.21,5,1,1080,2
5,98,1870,13823.28,5,1,1100,2
5,98,1461,13600.0,5,1,980,2
5,90,1998,20800.0,5,2,1310,2
18,110,1461,24700.0,4,2,1307,2
1,204,2967,61332.39,5,2,1695,1
7,70,1488,8450.23,5,1,1080,2
5,120,1870,28510.0,5,2,1385,1
5,120,1896,14125.23,5,2,1130,2
22,63,1086,10500.0,5,1,949,2
1,140,1799,24000.0,5,1,1194,1
3,105,1968,41191.53,3,1,1515,1
3,163,1995,34500.0,4,2,1430,1
5,110,1896,19412.69,4,2,1378,2
10,135,2463,26470.0,5,2,1834,1
10,135,1867,12060.0,5,2,1010,2
7,96,2286,19586.6,5,2,1932,1
1,80,1198,14000.0,5,1,925,2
2,116,1496,23649.99,3,2,1135,2
